Customer ID,Loan Sanction Amount (USD)
C-3650,1324.1733912340635
C-18558,29600.17363284819
C-14820,137696.18131781142
C-34556,124011.26917150653
C-43883,122537.61054227343
C-40653,31636.144025350655
C-47621,38989.31820571447
C-49147,46623.74057954177
C-440,134918.68300150803
C-11354,20510.954071153054
C-15107,60520.050170371265
C-24501,51134.97691177773
C-28551,24070.68543904144
C-28773,31439.13498270528
C-36617,134546.93667186485
C-28244,0.0
C-41307,118406.35126901798
C-832,49369.29925792339
C-8287,1412.493999248476
C-41225,101204.14969762076
C-13965,49413.4891966399
C-6491,63064.21354052312
C-10751,45389.42732928002
C-27955,25332.011539306877
C-29401,25131.3731650147
C-40588,27197.131295906875
C-41993,1030.1607083901329
C-37136,137619.52437014386
C-41702,51519.61651572695
C-37634,44752.68050900108
C-7102,8451.54947851834
C-32351,20655.933558132623
C-17461,56403.60377824684
C-2675,20029.55080711252
C-34452,112786.75313635277
C-35202,44634.55125921125
C-35085,139903.81727036127
C-25301,44297.05706280961
C-18247,1262.146308685261
C-26468,33653.93186450181
C-39744,57151.40000640007
C-39530,26843.78356978286
C-15276,39396.47113419093
C-27599,94991.21884338165
C-16294,109625.28218489252
C-45920,11120.824476697917
C-42972,64859.03328761466
C-35739,1379.2534446526292
C-48070,3051.8729436391473
C-20738,73711.03738954625
C-20164,733.9616701704905
C-35798,89652.19470384753
C-36931,43778.66774649651
C-40067,67584.0585961727
C-7033,11485.618892745568
C-2919,42017.79022115896
C-92,1184.1919378869525
C-10068,97410.26491034299
C-30148,117889.76423672681
C-6804,16047.077985594422
C-41739,107050.60806227422
C-26448,13646.950781548172
C-5100,49712.29133582866
C-6401,142431.43350673356
C-14665,45248.972337603635
C-3315,23888.78602852944
C-20983,50696.50752382339
C-32947,2096.5416486954887
C-13518,48013.88114134476
C-46708,8877.92539691242
C-6592,142894.20076865779
C-12364,21552.86890592915
C-46390,7605.5389276336045
C-7318,30205.27381486674
C-12943,27401.02288854372
C-2883,45085.56507555568
C-25283,24721.29720298576
C-1618,0.0
C-1271,12308.26607394162
C-40127,69518.21070685788
C-36317,24556.846611667046
C-48952,56373.25191672872
C-29240,80980.73193544708
C-25093,1636.3442716301352
C-12384,51303.97720891704
C-34319,34527.16381806693
C-47779,3271.9736648989237
C-12945,61700.006182658806
C-36060,0.0
C-5616,0.0
C-41883,6380.82913951617
C-9039,7642.086938254667
C-25362,88228.35951132262
C-13744,67328.90206889284
C-25047,149211.30073720208
C-13036,98018.34676238519
C-36276,20078.65567515383
C-2811,1560.1132926138578
C-21717,118226.75706023599
C-46988,1173.3914311747887
C-48564,48.420441655944614
C-24260,48438.38929306164
C-39925,14567.690842650007
C-16917,103758.36050770474
C-27996,13310.676867732504
C-37659,42318.55076925039
C-15746,107667.85297980375
C-46465,1083.8312453198998
C-40197,46402.3884471364
C-39307,126102.67134208331
C-23902,46497.60997209213
C-19873,15957.243278599326
C-47956,54816.539574344315
C-13273,0.0
C-48337,95020.25430635487
C-19271,4291.424681592207
C-37094,72257.23607331201
C-684,46834.86109857528
C-24481,33912.0601748072
C-12590,91713.28431240232
C-25151,56524.19208003491
C-17381,85708.19853132093
C-38274,40850.8375029905
C-1011,75337.60764380232
C-1000,104558.87528613624
C-20171,21955.904573633772
C-17936,137839.36878011926
C-44657,1605.5464815112541
C-41222,82913.72835258888
C-42705,48842.04044466987
C-36949,113389.16939705506
C-17725,43195.02903947305
C-41035,0.0
C-2207,83274.38941525524
C-11404,45748.31158282519
C-1537,9577.107386438222
C-49111,109968.65178054103
C-39701,60033.574964828564
C-14555,19184.938570136528
C-23018,44529.989157578406
C-26076,62871.259167619726
C-1292,73036.03808771302
C-33809,22627.928917572845
C-34753,13527.762042473392
C-30028,73754.70041450008
C-33662,46243.60213079588
C-11938,51303.97720891704
C-15030,100312.41728736773
C-25693,135349.32051701678
C-39706,39449.27366633696
C-49830,0.0
C-1215,43701.39768767966
C-22515,14914.83147617295
C-34267,58721.64265728578
C-31199,25426.669144819945
C-46236,12290.693964725566
C-16259,24595.03545190715
C-2730,46132.04732963284
C-17938,84032.22221024835
C-41242,56493.00925657189
C-378,50418.864382320906
C-15648,1774.6043947447185
C-48043,90374.06337301405
C-3027,115258.26676536318
C-43249,24930.59227342407
C-26632,0.0
C-16859,60343.211240912504
C-23573,120144.151899919
C-21886,0.0
C-31479,62868.71475500289
C-37999,0.0
C-45817,78924.7803865045
C-19011,25968.418062211043
C-36365,25034.016788155644
C-7416,44157.3534077457
C-677,21448.06117106903
C-10599,19484.07368810734
C-1103,21897.695734351742
C-44906,6240.254607227657
C-16804,52061.84549600091
C-38012,24569.307164184924
C-13987,190464.13432653085
C-19544,95009.07861760086
C-3349,0.0
C-38961,46845.801882918306
C-38259,19770.473850851107
C-3666,22173.20989728283
C-36638,65335.3407494629
C-18230,183642.7353952469
C-11076,44027.32565967465
C-31226,45392.74069959097
C-9312,30892.230442140215
C-10276,95296.71615811253
C-44905,3466.2391627254087
C-33369,5215.870262202328
C-34166,39418.879183141165
C-45310,86348.96929787322
C-30527,113801.85252419488
C-4627,15908.92939294805
C-38353,136908.05199789422
C-4974,97381.37498165197
C-32095,828.9626021164497
C-13549,12399.098822361198
C-43862,1107.1902666532983
C-6688,99477.57546554
C-5382,43198.66446704775
C-36550,60443.64473809776
C-721,51072.59681602797
C-1325,110230.45357120642
C-21418,123628.89321845984
C-33431,22672.29312256173
C-25465,0.0
C-6769,33231.68381310752
C-35667,56411.04554196549
C-22630,20593.906475583823
C-1353,46212.60266298536
C-15765,24831.381881459198
C-47348,4219.573248365022
C-26798,1481.0580519962566
C-1575,128863.80657627774
C-26100,1350.4669166996737
C-41279,24757.47187629933
C-43388,8504.055970342679
C-11917,101864.6355057326
C-6243,39904.63951821832
C-1218,46925.68345223472
C-20692,0.0
C-37907,44457.17028369748
C-20591,106166.79100013268
C-34997,22199.037337977665
C-28405,34629.80045383911
C-45810,13705.77413933932
C-10134,0.0
